transaction_id,customer_id,transaction_timestamp,transaction_amount,currency,merchant_id,merchant_category,payment_method,channel,device_type,device_id,ip_address,customer_age,customer_region,account_age_days,is_international,previous_fraud_flag,fraud_label
TXNFY47BU,CUST1ILXJP,2023-02-03 10:08:00,5551.94,INR,MRCUAUJHY,Fashion,UPI,POS,Android,DEVKP3UGF,167.88.71.200,67,UK,2517,0,0,0
TXNM4L57A,CUSTHKI1CR,2023-09-18 11:43:00,33242.91,INR,MRC4M4P4X,Luxury,UPI,Mobile App,Web,DEVF2LFBU,240.191.225.218,50,UK,1776,1,0,0
TXN7NFRKY,CUSTQ8L8L4,2023-03-01 20:14:00,3030.58,INR,MRCWPI9T0,Fashion,Net Banking,POS,Web,DEVHZ4HPR,70.124.161.234,41,India,1688,1,0,0
TXNDUI50T,CUSTDRYLNQ,2023-10-06 10:32:00,47826.75,INR,MRCX2KEFH,Pharma,Wallet,Mobile App,Web,DEVYLNHKA,16.140.105.215,63,UAE,1002,0,0,0
TXNFCEA5F,CUSTGP73KG,2023-09-22 09:07:00,32517.4,INR,MRCZ504H3,Pharma,Wallet,Online,Tablet,DEVY1L2XM,130.132.204.92,46,UAE,880,1,0,0
TXNZ579D6,CUSTAJK8JC,2023-08-16 16:07:00,43149.25,INR,MRC6IAWJU,Pharma,Debit Card,Mobile App,Web,DEVPA84JG,61.194.8.111,22,UK,1225,1,0,0
TXN1FVOYE,CUSTU54UWE,2023-08-21 15:18:00,15715.43,INR,MRCPKV0Y3,Pharma,Debit Card,Mobile App,Web,DEVWYLTRU,201.67.95.62,47,Germany,3062,1,0,0
TXN1JQUYX,CUST4EFK9Q,2023-12-04 08:58:00,42663.2,INR,MRCEZ9EW5,Gaming,Wallet,Mobile App,iOS,DEVDWK4QR,230.22.103.220,26,UAE,74,1,0,0
TXN8D4OZ8,CUST98KB4R,2023-10-26 10:06:00,27234.9,INR,MRC6XGQ38,Travel,UPI,Mobile App,Web,DEV8EV18S,148.55.227.6,56,India,2286,0,0,0
TXN1SJOVZ,CUSTKK5KXP,2023-09-02 10:28:00,46324.57,INR,MRC2UE1PF,Travel,Debit Card,Mobile App,Web,DEVY57WWE,243.189.7.125,70,USA,2258,1,0,0
TXN6NQ7TX,CUST3PGS9U,2023-08-23 22:35:00,22028.57,INR,MRCPZRMOK,Electronics,Credit Card,Online,iOS,DEVE9WFCQ,138.117.138.60,30,Germany,1331,1,0,0
TXNQ61B7I,CUSTC1EQCR,2023-11-05 00:24:00,14492.35,INR,MRCM1D3KQ,Pharma,Debit Card,Mobile App,Tablet,DEVR66IM3,139.124.88.44,18,Germany,2993,1,0,0
TXN8NEM7Z,CUSTWNDFNA,2023-05-02 23:35:00,1997.99,INR,MRCPRJCYN,Grocery,Wallet,POS,Web,DEVI2WW31,188.46.153.170,62,USA,1541,1,0,0
TXN2M578V,CUSTK80944,2023-05-29 00:05:00,45987.23,INR,MRCU70GHR,Grocery,Debit Card,Online,Tablet,DEVO1EQ29,17.209.7.12,50,Germany,3199,1,0,0
TXNLSTOCZ,CUSTW9BV5K,2023-02-24 01:23:00,25973.37,INR,MRCR5HN1B,Luxury,Credit Card,Mobile App,Web,DEVVD5XKM,251.11.150.161,30,UK,691,1,0,0
TXNNU7AVG,CUST1Z8XE1,2023-07-12 21:54:00,8676.79,INR,MRC5TXXM1,Fashion,Credit Card,POS,Web,DEV49BXV8,109.108.175.135,49,Germany,8,1,0,1
TXNUJJTTD,CUSTQXZKJ7,2023-10-23 18:39:00,23693.64,INR,MRC9JXAW2,Grocery,Debit Card,POS,Web,DEVLV4BHX,192.221.44.245,47,Germany,1725,1,0,0
TXNEAQJAR,CUSTXK18TB,2023-12-15 03:38:00,43075.33,INR,MRCWY228B,Electronics,Net Banking,POS,Android,DEV89R1N5,145.142.100.19,25,Germany,1826,1,0,0
TXN71G98X,CUSTNY74CG,2023-01-31 01:53:00,660870.89,INR,MRCFBFF6Z,Grocery,Credit Card,Mobile App,Web,DEVLHIBXC,54.178.136.250,44,Germany,2294,1,0,1
TXNH4OM3A,CUSTQ29MIS,2023-05-12 08:25:00,16738.86,INR,MRCB4NYMC,Grocery,Debit Card,POS,Tablet,DEVJDKUD7,209.111.253.161,33,UAE,2022,1,0,1
TXNDM14L8,CUSTMMSTQG,2023-09-03 04:21:00,4290.51,INR,MRC6RUC5B,Fashion,Debit Card,POS,iOS,DEVOBOSXK,42.55.93.198,33,UK,2844,0,0,0
TXNRDRE63,CUSTPUS77U,2023-09-24 21:27:00,36235.06,INR,MRCN6JYKY,Pharma,Debit Card,Online,iOS,DEV4X64GN,191.156.98.216,39,India,3321,1,0,1
TXNJIL81W,CUSTM4QUWG,2023-02-06 07:11:00,1818.83,INR,MRC9MFRPP,Gaming,Debit Card,Online,iOS,DEVM7GKQG,77.57.108.33,47,Germany,2103,1,0,0
TXN7BHISU,CUSTB1P9SP,2023-05-19 00:47:00,35220.56,INR,MRCCLUABZ,Luxury,UPI,Mobile App,Android,DEVHG57E1,58.118.184.57,30,UAE,418,1,0,0
TXNSII6QA,CUSTE9WQWL,2023-04-26 12:31:00,23372.39,INR,MRCFGW3QR,Electronics,Credit Card,Online,Tablet,DEVVVRVH5,79.30.38.94,42,Singapore,2554,1,0,0
TXN78J6QA,CUSTFDJNCV,2023-05-05 07:26:00,48445.52,INR,MRC0S349C,Grocery,Wallet,POS,iOS,DEVJKB8YA,221.223.196.136,53,Germany,2893,1,0,0
TXN8QABDB,CUST58OP55,2023-08-16 08:25:00,2173.2,INR,MRC18G5S0,Grocery,Net Banking,POS,iOS,DEVOM9DNQ,196.61.96.183,64,Germany,3065,1,0,0
TXNRH8I15,CUST28TRH1,2023-11-08 07:21:00,12817.77,INR,MRCOQXH5S,Gaming,Debit Card,POS,Android,DEVVY8AY6,118.188.39.167,61,UK,1288,1,0,0
TXNS6A5XZ,CUSTB9IC90,2023-11-20 19:36:00,45000.57,INR,MRCQYLFX9,Luxury,Wallet,Online,Web,DEV3O3EOA,174.226.63.216,46,India,1051,1,0,0
TXN7LP4K9,CUSTA0EVVP,2023-02-20 18:59:00,8267.23,INR,MRCJXZZEE,Travel,Wallet,Online,Android,DEV9KBR8Z,93.7.14.1,55,India,3337,1,0,0
TXNC4FVLA,CUSTYMHOTG,2023-05-31 05:21:00,29404.45,INR,MRCYRJSK7,Electronics,UPI,POS,Web,DEVWS4R4Q,234.99.144.15,63,Germany,614,1,0,0
TXN81EH9Y,CUST7PU07H,2023-12-13 16:33:00,33846.68,INR,MRCO7KYII,Luxury,UPI,Online,iOS,DEV68W6W3,51.132.30.50,67,Germany,2563,1,0,1
TXNKP9WX8,CUSTBU5R0N,2023-09-04 09:52:00,10935.46,INR,MRCQ42O7N,Electronics,Net Banking,Mobile App,Tablet,DEVK8DF4F,190.45.245.186,29,UAE,1566,1,0,0
TXNZO66GD,CUSTRMB5VU,2023-08-15 18:58:00,36878.63,INR,MRC7GV79Q,Pharma,Credit Card,Online,Tablet,DEVAKYE5I,180.35.52.169,32,UAE,1825,1,0,0
TXNCNOXHL,CUSTWHL1LQ,2023-03-07 19:47:00,26179.09,INR,MRCIKO8YN,Luxury,Debit Card,Mobile App,Android,DEVL8KRTA,125.106.236.219,33,Germany,3351,0,0,0
TXNOOEJVN,CUSTX2GY1S,2023-10-29 10:18:00,46893.81,INR,MRCRGF8LQ,Luxury,Net Banking,Online,Tablet,DEVQTD7FT,8.236.39.91,42,USA,2056,1,0,1
TXNWL3VI1,CUSTZGW3XC,2023-05-30 21:48:00,17560.33,INR,MRCTEUTH2,Travel,UPI,POS,Android,DEV0342RO,173.115.22.5,60,Germany,929,1,1,1
TXNX8ANIQ,CUSTTAJ7V5,2023-08-23 05:16:00,32570.99,INR,MRC1KIPBJ,Electronics,Net Banking,POS,iOS,DEVR4VCCZ,203.79.156.202,30,UK,3458,0,0,0
TXNX63R9N,CUSTK4PZI9,2023-04-15 10:06:00,45758.06,INR,MRC2C2GYK,Luxury,UPI,Mobile App,Web,DEVPE5J58,10.161.144.203,50,Singapore,2787,1,0,0
TXNJ5UX4B,CUSTYBJQ42,2023-05-02 05:33:00,13245.29,INR,MRC7NYQJK,Travel,UPI,Mobile App,Android,DEVDXDGFV,120.144.130.88,51,UAE,2054,0,1,1
TXNWX9ON7,CUST9XFADC,2023-08-23 19:21:00,6374.17,INR,MRC7KR6T7,Electronics,Net Banking,POS,Tablet,DEVQ36JJI,252.107.194.22,44,UAE,3430,1,0,0
TXNTXW8GC,CUSTS13BX5,2023-10-21 18:16:00,40649.47,INR,MRC9SF02V,Grocery,Credit Card,POS,Tablet,DEVG9QFAC,124.38.92.13,19,Germany,1471,1,0,1
TXN3VHTX1,CUSTNZX224,2023-12-24 13:36:00,26215.62,INR,MRCM93W26,Electronics,Debit Card,POS,Android,DEVNMO0AY,154.154.229.231,65,Germany,2508,1,0,1
TXN2J14UM,CUSTZGLI3T,2023-12-16 16:43:00,20449.95,INR,MRCSWUE43,Fashion,Debit Card,Mobile App,Web,DEVP8AUQ8,217.36.36.95,56,UAE,2324,0,0,0
TXNEW6SP5,CUSTDD6D5S,2023-02-14 03:20:00,18442.7,INR,MRCKWB2GR,Grocery,UPI,POS,iOS,DEV5WYZ69,201.153.168.213,35,UK,138,1,0,0
TXNK74UJA,CUSTIBJXD5,2023-03-24 19:43:00,25374.02,INR,MRC2S9IFY,Travel,Wallet,Mobile App,iOS,DEVCSSVF7,218.140.45.225,54,UK,1186,1,0,0
TXNS5Y9CH,CUST6M5PDX,2023-10-02 07:04:00,38330.62,INR,MRCPM4HG4,Gaming,Wallet,POS,iOS,DEVNQDAL6,87.239.242.71,44,UK,2334,1,0,0
TXNK5VSV0,CUST30CF0D,2023-04-14 14:29:00,20079.58,INR,MRCBPQ8TN,Gaming,UPI,POS,Tablet,DEVVHC0Q0,191.54.47.53,40,UK,3131,1,0,0
TXN0ZWOE2,CUST2RK222,2023-04-22 00:33:00,39589.94,INR,MRC77G430,Pharma,Debit Card,Mobile App,Android,DEV6HIE42,233.185.37.174,61,India,1833,0,0,0
TXN7PHAB5,CUSTTZQWJA,2023-06-24 17:13:00,18806.01,INR,MRCPSJ5RP,Grocery,Debit Card,Online,Web,DEVDPE8I6,150.65.55.11,22,Germany,219,1,0,1
TXNO8JK4I,CUSTY8D29U,2023-09-03 09:39:00,33630.33,INR,MRCQOQ7IN,Pharma,Credit Card,Online,Web,DEVFCSSA6,243.124.178.12,42,UK,1273,1,0,1
TXNTS5Z8T,CUST9SKJP5,2023-10-25 12:11:00,20841.81,INR,MRC2A0JFP,Electronics,Net Banking,Mobile App,Web,DEVE7KNFD,73.38.57.149,36,USA,1023,1,0,0
TXNX5DV3S,CUST9CGC9B,2023-03-15 09:54:00,16399.5,INR,MRCTK7LL6,Electronics,UPI,Online,Android,DEVRV60Q7,133.240.94.183,70,Germany,3239,1,0,1
TXNFKNL65,CUSTSA0M7F,2023-11-23 04:52:00,39770.56,INR,MRCLZTRSO,Pharma,Net Banking,POS,Web,DEVBSWF7U,228.220.49.168,47,India,178,1,0,0
TXN6F63KE,CUSTM3MVQK,2023-02-25 17:45:00,33970.07,INR,MRCZGIFAO,Grocery,UPI,POS,Tablet,DEV45A7QY,170.17.243.211,50,Singapore,2961,1,0,1
TXNBJ2TY1,CUSTM4NJ5U,2023-01-03 18:33:00,45707.78,INR,MRC9OMRR1,Grocery,UPI,Online,Android,DEVFC0XRJ,215.84.84.187,21,USA,2493,0,0,0
TXNXU4IZR,CUSTIWWHCB,2023-10-18 03:31:00,29040.95,INR,MRC6DAC0N,Electronics,Net Banking,Mobile App,Android,DEVKDKZ9J,66.7.16.63,28,Singapore,1699,1,0,0
TXNVAYZ6D,CUSTIWI3VT,2023-04-04 21:07:00,14179.12,INR,MRCVIIXV9,Travel,Net Banking,Online,Tablet,DEVHDOVHT,196.194.231.245,38,USA,3457,1,0,0
TXNYN9LBM,CUST6PDOY3,2023-11-12 19:35:00,44241.2,INR,MRC8LJN9Q,Grocery,Credit Card,POS,Web,DEV3N6H4H,230.229.207.15,56,UAE,2172,0,0,0
TXNM68TO7,CUSTK4QB2K,2023-02-16 07:09:00,36841.46,INR,MRC07TJC6,Grocery,Wallet,POS,Tablet,DEVMU0YNG,214.43.233.226,33,Germany,1788,1,0,0
TXNC7YXNL,CUST8N7AV3,2023-10-12 15:01:00,19320.53,INR,MRCXQ0UHT,Fashion,UPI,Mobile App,Android,DEVRK8K8V,216.16.32.69,44,UK,2683,1,0,0
TXNAF194K,CUSTI2HK1C,2023-02-19 07:33:00,34192.99,INR,MRCBVKUMN,Travel,Credit Card,POS,Android,DEVZJ4CZG,190.15.59.61,23,UK,3594,1,0,0
TXN4BJW7D,CUST3UWICH,2023-09-14 05:07:00,23971.47,INR,MRCROGODU,Gaming,Net Banking,Online,Tablet,DEVQR27SN,251.221.171.246,67,USA,212,0,0,0
TXN6BIEIQ,CUSTFC6ZGZ,2023-03-01 18:43:00,26795.27,INR,MRCDQZPAN,Luxury,UPI,Online,Tablet,DEVELQEOE,84.158.151.244,26,Singapore,3601,1,0,0
TXNWF8K7T,CUSTX4BX3S,2023-04-16 03:33:00,40246.87,INR,MRCWMKFMB,Grocery,UPI,Online,Android,DEV3C2Q0L,39.253.211.29,50,USA,2646,1,0,0
TXNWJIKK0,CUSTV0MYQJ,2023-07-14 16:14:00,12579.58,INR,MRCB1X00C,Luxury,Debit Card,POS,iOS,DEV9MSWM0,163.164.22.25,28,India,2113,1,0,0
TXNDJ7Y65,CUST33YYOB,2023-08-30 23:51:00,30342.97,INR,MRC6T9NVJ,Grocery,Credit Card,Online,Web,DEVPNBXOA,142.81.83.106,50,UK,871,1,0,0
TXN5LF2H0,CUST6SGW7J,2023-05-09 20:54:00,45046.3,INR,MRCROKR64,Grocery,UPI,Mobile App,Tablet,DEVH0S4QB,172.211.197.99,58,Singapore,3389,1,0,0
TXNRMMYDY,CUSTA7VT73,2023-05-02 09:07:00,32816.9,INR,MRCK0QL9A,Grocery,Credit Card,Online,Android,DEVFRK3KB,107.205.34.172,23,UK,598,1,0,1
TXNGHQYHD,CUST5XP89I,2023-01-26 12:34:00,42815.2,INR,MRCUNNNWB,Grocery,Net Banking,Mobile App,Tablet,DEVV3SH99,155.117.230.158,47,India,1614,1,0,0
TXNTZVGDB,CUSTLRMNH3,2023-05-13 11:25:00,30309.58,INR,MRCKR1TBZ,Luxury,Credit Card,Online,iOS,DEVJD1ZR7,75.140.4.49,36,Germany,1081,0,0,0
TXNCROC6S,CUST1QAW5S,2023-10-06 22:28:00,2509.54,INR,MRCJI1GPM,Luxury,Credit Card,POS,Android,DEVNUHK99,85.212.81.168,56,UAE,626,1,0,1
TXNQESSRD,CUSTDO80P0,2023-06-26 15:32:00,35791.22,INR,MRCDTH87N,Grocery,Net Banking,Online,Web,DEVL9KE68,65.156.188.123,19,India,1759,1,0,0
TXNLIX4WX,CUST74OUK0,2023-04-13 21:29:00,27634.02,INR,MRC9J3VZA,Travel,UPI,Mobile App,iOS,DEVBXVGR3,84.11.44.157,53,UK,838,1,0,0
TXN20SPF4,CUST3QZ5QH,2023-07-20 21:22:00,46665.29,INR,MRC87VJFH,Fashion,UPI,Mobile App,Android,DEV8TB3BY,21.187.118.240,31,Germany,2835,1,0,0
TXNC6W4XR,CUSTBYJAVN,2023-09-28 16:28:00,22801.91,INR,MRCVCIG5V,Luxury,UPI,Online,iOS,DEVM8VKD8,237.84.103.208,43,Singapore,3412,1,0,0
TXNTUTPDY,CUSTIIQTUX,2023-07-16 01:03:00,19683.39,INR,MRCGFOIJE,Fashion,Debit Card,Online,iOS,DEVQ1EZQ1,214.157.70.96,22,Germany,2241,1,0,1
TXNH01GBK,CUSTBWMAMN,2023-07-31 18:39:00,1162.83,INR,MRCEB0ZLE,Grocery,Debit Card,Mobile App,Web,DEV236UTR,98.135.53.127,25,Germany,1068,1,0,1
TXNLYL1JW,CUSTZ5GUTB,2023-07-14 07:34:00,1249.48,INR,MRCFSGNQ9,Grocery,Wallet,Mobile App,Web,DEV3RD8AL,78.119.208.15,36,Singapore,2519,1,0,0
TXNSIC712,CUSTIEZ1M5,2023-09-09 00:38:00,24328.39,INR,MRCY5Q1Z3,Fashion,UPI,Mobile App,Web,DEVB2BXAT,48.35.79.22,25,India,1797,1,0,0
TXN2X73K3,CUSTFN7IX7,2023-10-31 02:42:00,4119.23,INR,MRCYOQA3O,Electronics,Wallet,POS,Android,DEVA86VT1,34.78.23.221,67,India,450,1,0,1
TXNYXOYMO,CUSTMYVKSD,2023-05-02 03:37:00,31232.6,INR,MRCHI8DF8,Grocery,Wallet,POS,Tablet,DEVWD0KGV,3.160.50.78,59,USA,1952,1,0,1
TXN7LKQOR,CUST069XKJ,2023-05-18 22:53:00,39553.57,INR,MRCF6D20Q,Gaming,UPI,Online,Tablet,DEVAD53HQ,148.77.31.245,48,Singapore,686,1,0,0
TXN4NR9K7,CUST1KY01H,2023-08-14 18:49:00,36834.61,INR,MRCCKLU3J,Grocery,UPI,Online,Tablet,DEV3WBK1R,177.57.103.91,54,UAE,3020,1,0,0
TXNERTV30,CUSTYW08LL,2023-10-26 09:37:00,7296.53,INR,MRCMYBSUC,Electronics,UPI,POS,Tablet,DEV82MG0M,159.23.75.240,28,Singapore,2697,1,0,0
TXN83LQ6R,CUSTT4VI81,2023-06-25 01:47:00,39333.13,INR,MRCYR320V,Gaming,Credit Card,Mobile App,iOS,DEVYKD8VB,44.183.87.107,25,India,1713,1,0,0
TXNMEQMRD,CUSTOOB68R,2023-06-19 19:40:00,47393.34,INR,MRCZR4N7T,Gaming,Credit Card,POS,iOS,DEVKO501S,218.21.202.228,25,UK,2719,1,0,0
TXNECZ1ZT,CUSTD3F6H0,2023-01-02 09:17:00,35334.16,INR,MRCETSHNW,Travel,Credit Card,Mobile App,Tablet,DEV4SCPY2,28.247.254.204,45,UK,3537,0,0,0
TXNFWY7C2,CUSTOYXTFT,2023-12-15 07:45:00,17822.88,INR,MRCYK1UJF,Pharma,Wallet,POS,Android,DEVMGYMRE,9.67.247.230,70,India,2742,1,0,0
TXNNOM6JO,CUSTLUJ6QU,2023-08-01 06:26:00,30296.25,INR,MRCCIC63B,Gaming,Debit Card,Online,Web,DEVSZGX1B,78.69.142.98,57,Singapore,1033,1,0,0
TXNWI7DTH,CUSTJATSSK,2023-10-08 05:00:00,26477.88,INR,MRCOD7FEG,Pharma,Net Banking,Mobile App,iOS,DEV54C2QU,83.45.198.59,32,UAE,2085,1,0,0
TXN1FOBCG,CUST97VGKP,2023-03-07 04:26:00,41730.01,INR,MRC8YO3I4,Gaming,UPI,POS,Android,DEVT3W89T,88.63.172.38,23,UK,305,0,0,0
TXNISV9LG,CUSTIUM6R0,2023-12-06 13:15:00,13716.52,INR,MRCRT73I5,Luxury,Credit Card,Mobile App,iOS,DEVJJFOUA,187.185.120.10,50,Singapore,156,1,0,0
TXNA2ZAA8,CUSTVTW8AB,2023-09-19 13:43:00,46920.36,INR,MRCA4Y4NO,Fashion,Debit Card,Mobile App,Web,DEVFWBMDH,190.107.103.173,70,USA,1670,0,1,1
TXNZC0PJG,CUSTN069VH,2023-11-19 14:13:00,2897.72,INR,MRCJXN13N,Travel,Credit Card,Online,Web,DEVB9RVIV,253.103.72.30,41,Singapore,1153,1,0,0
TXNUJNXW4,CUST7G0AP6,2023-02-10 14:00:00,18310.21,INR,MRC6BQAAM,Grocery,Debit Card,POS,iOS,DEVHVJ657,41.210.219.163,60,Singapore,1558,1,0,0
TXNYQFC6D,CUSTEF2IB6,2023-04-22 12:37:00,44673.07,INR,MRCXD784T,Pharma,UPI,POS,Web,DEV3KNRJC,36.223.254.85,53,UAE,3030,1,0,0
TXNA1LRYU,CUSTC47BGB,2023-01-06 22:35:00,39727.09,INR,MRCVVPX7T,Electronics,UPI,Online,Android,DEV2L8JJR,189.190.83.72,20,Singapore,1403,1,0,0
TXNMR752R,CUST0KGWIS,2023-09-10 15:28:00,25668.03,INR,MRCCE6H6H,Fashion,UPI,Mobile App,Tablet,DEVN2QQUJ,39.155.151.41,19,India,2214,1,0,0
TXNOBWCEB,CUSTUM2Y45,2023-01-27 14:16:00,18344.89,INR,MRCJJ7Q3D,Pharma,Net Banking,POS,Android,DEV9I2HQH,36.74.224.142,59,USA,3503,1,1,1
TXNEPNTFB,CUSTSCL7LQ,2023-11-25 21:43:00,27897.83,INR,MRCUJYB0T,Grocery,Debit Card,Mobile App,iOS,DEVFSWIXW,206.35.39.189,65,UAE,1320,1,0,0
TXNZBSG8M,CUSTBZSHAO,2023-11-16 02:40:00,8740.65,INR,MRC51BJ6K,Luxury,Debit Card,Online,Android,DEVNGLLBN,253.77.43.192,59,Singapore,1920,1,0,0
TXN5DMQOE,CUSTT8LCUF,2023-04-10 04:43:00,23698.22,INR,MRCQZCVMA,Fashion,Debit Card,POS,iOS,DEVNBUOGA,110.69.118.236,18,USA,548,0,0,0
TXN6WLGI8,CUSTRMA21X,2023-05-05 04:42:00,36818.55,INR,MRCEL351N,Electronics,Wallet,Mobile App,Web,DEV55I99Q,166.214.72.180,55,India,1597,0,0,0
TXNZN0PUU,CUST85AOPE,2023-09-13 19:23:00,48052.2,INR,MRCCHA2Z2,Travel,Debit Card,Mobile App,Tablet,DEV4IHULP,28.32.72.211,45,Singapore,701,1,0,1
TXN52L93B,CUSTQ3PF8L,2023-07-19 06:45:00,34346.97,INR,MRCOZL2WK,Grocery,Debit Card,POS,Tablet,DEV02VZYX,224.138.95.9,49,Singapore,3394,1,0,0
TXN2H0Y6H,CUST8GD6J5,2023-10-30 17:29:00,29520.46,INR,MRCPLGCMX,Travel,Wallet,Online,Tablet,DEVY2QNDN,170.198.144.204,37,UAE,1644,0,0,0
TXNS38Z8J,CUST7F6W8R,2023-07-30 21:51:00,14541.27,INR,MRCYS90Z0,Electronics,Net Banking,Online,Android,DEV6OZHA0,31.102.75.52,67,USA,3159,1,0,0
TXNYV3931,CUSTY78J2N,2023-11-01 06:52:00,5286.45,INR,MRCSNLOXI,Luxury,Net Banking,Online,iOS,DEV45ASSG,113.83.44.134,49,UAE,262,0,0,0
TXN17E6G0,CUSTYC720B,2023-09-08 03:19:00,14278.37,INR,MRCPZHNOA,Electronics,UPI,POS,Tablet,DEVW4PP97,221.106.132.175,58,UK,2935,0,0,0
TXNKWPXX4,CUSTPNH1WJ,2023-08-02 02:20:00,41953.4,INR,MRC36N1C8,Electronics,Wallet,Online,iOS,DEVBDLDEA,197.44.249.9,46,UK,1797,1,0,1
TXNG0MIS7,CUSTGSKNH5,2023-02-05 21:57:00,37851.82,INR,MRC6MN52E,Electronics,UPI,Online,Android,DEVBAXXBF,170.194.157.199,52,UAE,2659,1,0,0
TXN5QOK5E,CUST2JUOQ4,2023-08-09 14:15:00,38129.41,INR,MRCWC18MH,Fashion,Debit Card,Online,Tablet,DEVJWNQY0,55.43.129.170,21,Germany,135,0,0,0
TXN8QV4F3,CUSTVU8BCU,2023-08-21 02:29:00,3188.19,INR,MRCMDOR55,Gaming,Wallet,Online,Web,DEV48XQ8U,138.251.144.103,48,UAE,2659,1,0,0
TXNFECGCH,CUSTS5I7QP,2023-02-25 15:20:00,368.87,INR,MRCKB4LRZ,Gaming,UPI,Mobile App,Tablet,DEV3AMZ7V,161.162.109.170,60,India,2006,1,0,0
TXN9EA120,CUSTZTJ44H,2023-06-22 10:58:00,11027.28,INR,MRCVETTQ5,Pharma,Credit Card,POS,iOS,DEVUCKHH2,245.221.41.217,30,India,3448,1,0,0
TXNTHSYMC,CUSTT5FN9F,2023-01-18 01:18:00,13304.02,INR,MRCEC0GLX,Electronics,Net Banking,Mobile App,Web,DEVOAWALO,202.172.32.163,27,India,1021,1,0,0
TXN5R0X8V,CUSTMHEUXP,2023-05-03 05:45:00,43886.74,INR,MRC02XSUV,Travel,Net Banking,Online,Web,DEVJKYMT3,2.180.199.253,70,UAE,325,1,0,0
TXNMQO48D,CUSTUIR3OL,2023-01-15 10:09:00,35181.23,INR,MRCBTWF77,Travel,Net Banking,Mobile App,Tablet,DEVGQP8KR,99.53.242.88,54,Germany,2131,1,0,0
TXN3KSTWR,CUSTX96962,2023-06-12 05:02:00,41853.65,INR,MRCPX8HNT,Electronics,Credit Card,Mobile App,Android,DEVDW94DZ,137.78.22.227,25,UK,61,0,0,0
TXNKJ3LXT,CUSTZG15QI,2023-03-14 14:20:00,34880.2,INR,MRCS6KOCE,Electronics,Debit Card,Online,Tablet,DEVK6NES4,104.165.90.175,56,UAE,139,1,0,0
TXN3PB8FE,CUSTJFAM0N,2023-04-24 07:50:00,47691.02,INR,MRC8VF1UE,Travel,Wallet,Online,Android,DEVBQJ1EI,158.42.76.63,53,USA,1627,0,1,1
TXN94UU7T,CUSTHRXUW4,2023-04-28 23:15:00,25721.4,INR,MRC4VJKAK,Pharma,Net Banking,Online,Web,DEV65Z9Z4,143.245.111.225,19,India,1786,1,0,0
TXNNKQH1X,CUSTIYVTSM,2023-07-23 09:24:00,32288.31,INR,MRCOFNB6T,Grocery,UPI,Mobile App,Web,DEVGF0ES4,161.94.171.233,38,USA,3254,0,0,0
TXNG2JB6K,CUSTUDBW6M,2023-10-14 03:28:00,35450.15,INR,MRCQWN6O5,Pharma,Debit Card,POS,iOS,DEVKFW8AL,238.46.11.148,24,Singapore,1324,1,0,0
TXNHZH9BO,CUSTPP2ZZK,2023-04-03 02:00:00,24387.92,INR,MRC7SCGM4,Fashion,Debit Card,Online,iOS,DEVEQDUUX,148.20.69.98,70,UK,1206,0,1,1
TXNRWWZNR,CUSTV3VRZ6,2023-02-10 04:08:00,30891.77,INR,MRC0LUAGM,Fashion,Debit Card,POS,Android,DEVMSN6CO,127.23.233.144,52,Singapore,2503,1,0,0
TXN5HI8SY,CUST9GKOUZ,2023-12-19 21:42:00,28595.54,INR,MRC0EDQSL,Luxury,UPI,Online,Tablet,DEVUD3SEF,27.230.46.54,51,USA,2885,1,0,0
TXNZ10KNW,CUST17TNEO,2023-04-01 21:21:00,27460.26,INR,MRC2SM363,Fashion,Debit Card,POS,Web,DEVMGZBMA,94.48.222.23,44,Germany,2636,1,0,0
TXN1QJPG4,CUSTXGAVAD,2023-02-18 10:15:00,14261.77,INR,MRCFA6J96,Gaming,Wallet,Mobile App,Android,DEVLWQA75,141.113.57.135,59,UK,669,1,0,0
TXNSB8DSC,CUSTVPMSN7,2023-09-23 05:51:00,36791.02,INR,MRCKT9807,Luxury,Debit Card,Online,Web,DEVWG1S6E,129.158.43.158,45,Germany,2257,1,0,0
TXN6KWL1D,CUST8C23OV,2023-03-13 14:32:00,3945.2,INR,MRCUVV2AL,Luxury,Debit Card,POS,Web,DEVE8KHAE,38.65.174.44,41,India,3093,1,0,0
TXNI95JNV,CUSTPY26S8,2023-04-03 09:35:00,9277.84,INR,MRCYWD8WP,Grocery,Wallet,POS,Android,DEV7IVNSY,38.54.140.109,20,Singapore,2739,1,0,0
TXNZ970ED,CUSTWTLR32,2023-11-20 10:59:00,25185.33,INR,MRCIQNY50,Luxury,Debit Card,Online,Web,DEVZLDI0U,192.34.39.250,56,Germany,2512,1,0,0
TXNE7D83P,CUST9YWQ6F,2023-05-24 17:55:00,4760.39,INR,MRCWIR0IV,Grocery,Net Banking,Mobile App,Web,DEVWA8C2O,184.109.99.28,41,India,3106,0,0,0
TXN6A6IWW,CUST9EY7HW,2023-12-05 06:51:00,49162.94,INR,MRCQY1OJ3,Electronics,Wallet,Online,Tablet,DEVT4M4IY,50.197.108.205,67,USA,3272,1,0,0
TXNTS8050,CUSTRID1M0,2023-10-22 17:01:00,8891.18,INR,MRCBO5NBS,Luxury,Debit Card,POS,Web,DEV19UXG0,91.46.89.108,49,India,2015,1,0,0
